"","decision_tree_card_prediction","disp.client_id","disp.account_id","disp.type","account.district_id_branch","account.frequency","account.date","client.district_id_client","client.gender","client.dob","client.age","loan.date","loan.amount","loan.duration","loan.monthly_rate","loan.status","loan.has_loan","card.type","card.issued","card.has_card","order.sum_amount","order.household","order.leasing","order.loan","order.insurance","order.uncategorized","order.has_orders","eng.balance_dev_1y_before_card","eng.balance_at_card_issuance","eng.balance_dev_after_card","eng.mean_trans_count_per_month","eng.median_relative_balance_dev_in_perc","credit_check_avg_income","credit_check","final_balance","risk_score","card_recommendation","loan_applicable","loan_recommendation"
"1839","classic",2347,1932,"owner",35,"monthly_issuance",1996-04-03,35,"female",1943-12-17,56,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,-12213.9,17.4,0,5,0,12721,"classic",17,191,"classic","no","no"
"1840","classic",2348,1933,"owner",35,"monthly_issuance",1997-04-04,35,"male",1933-04-24,66,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,3804,1,0,0,0,0,TRUE,-7252.5,15677.3,0,8.19,0,5706,"failed",15677,17,"no","no","no"
"1841","classic",2349,1934,"owner",46,"monthly_issuance",1994-10-05,46,"female",1968-07-10,31,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,7322,1,0,0,1,1,TRUE,24066.6,75526.3,0,5.56,0,10983,"classic",75526,286,"classic","yes","up to  240000"
"1842","classic",2351,1935,"owner",38,"monthly_issuance",1996-08-15,38,"male",1965-04-17,34,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,52592.8,44637.9,0,4.81,0,49875,"gold",44637,698,"classic","yes","up to  140000"
"1843","classic",2352,1936,"owner",70,"monthly_issuance",1995-07-18,70,"female",1977-09-29,22,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,2141,1,0,0,0,0,TRUE,4082.6,23953.3,0,4.82,0,3212,"junior",23953,136,"junior","no","no"
"1844","classic",2353,1937,"owner",36,"monthly_issuance",1993-05-18,4,"female",1929-09-17,70,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,2933,1,0,0,0,0,TRUE,-3717.6,17111.3,0,5.67,4.555,4896,"failed",17111,13,"no","no","no"
"1845","classic",2354,1938,"owner",1,"monthly_issuance",1994-06-25,1,"male",1967-12-21,32,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,7232,1,1,0,0,0,TRUE,42463.6,67291.7,0,4.85,0,24150,"gold",67291,453,"classic","yes","up to  210000"
"1846","gold",2355,1939,"owner",6,"weekly_issuance",1996-04-19,6,"female",1948-06-30,51,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,3983,1,0,0,0,1,TRUE,9080,83416.9,0,4.75,0,49686,"gold",83416,740,"gold","yes","up to  260000"
"1847","classic",2356,1940,"owner",52,"monthly_issuance",1993-12-22,52,"male",1930-07-10,69,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,3106,1,0,0,0,0,TRUE,6870.3,18515.5,0,4.85,0,4660,"failed",18515,24,"no","no","no"
"1848","classic",2358,1941,"owner",60,"monthly_issuance",1993-11-15,74,"female",1946-10-16,53,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,-23054.7,45044.4,0,5.42,0,16519,"gold",45044,288,"classic","no","no"
"1849","classic",2361,1943,"owner",9,"monthly_issuance",1996-11-26,9,"male",1968-09-24,31,NA,NA,NA,NA,NA,FALSE,"classic",1998-01-10,TRUE,9357,1,0,0,1,1,TRUE,-10847,31173,14121.8,4.49,0,NA,NA,45294,71,"keep classic","no","no"
"1850","classic",2363,1944,"owner",72,"monthly_issuance",1993-02-12,43,"male",1947-06-18,52,NA,NA,NA,NA,NA,FALSE,"classic",1994-11-08,TRUE,6741,1,0,0,0,0,TRUE,-1089.1,34260.9,-168.700000000004,5.36,5.11,17980,"gold",55689,314,"keep classic","no","no"
"1851","classic",2364,1945,"owner",56,"monthly_issuance",1995-11-09,56,"female",1971-04-26,28,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,-4118.33,51985.5,0,4.78,0,16692,"gold",51985,316,"classic","no","no"
"1852","classic",2365,1946,"owner",46,"monthly_issuance",1997-09-16,46,"female",1953-06-26,46,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,7593,1,0,0,0,0,TRUE,3156.5,44802,0,4.62,0,NA,NA,44802,99,"no","no","no"
"1853","classic",2366,1947,"owner",35,"monthly_issuance",1993-11-12,35,"male",1930-01-01,69,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,3448,1,0,0,0,0,TRUE,18756.8,59247.1,0,5.08,3.695,6860,"failed",59247,98,"no","no","no"
"1854","classic",2368,1948,"owner",64,"monthly_issuance",1996-04-08,64,"female",1943-12-22,56,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,7300,1,0,0,0,1,TRUE,52101.6,76499.2,0,4.89,0,NA,"classic",76499,204,"classic","yes","up to  240000"
"1855","classic",2370,1949,"owner",41,"monthly_issuance",1994-05-04,41,"female",1956-08-21,43,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,7525,1,0,0,1,1,TRUE,4498.1,39859.2,0,6.92,0,11845,"classic",39859,238,"classic","yes","up to  120000"
"1856","classic",2371,1950,"owner",70,"monthly_issuance",1997-08-01,70,"female",1956-02-07,43,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,6943,1,0,0,0,0,TRUE,471.399999999998,33217.9,0,4.93,0,NA,NA,33217,84,"no","no","no"
"1857","gold",2372,1951,"owner",23,"monthly_issuance",1997-08-07,23,"female",1971-04-09,28,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,4118,1,0,0,1,1,TRUE,-29524.6,70371.2,0,4.41,0,NA,"classic",70371,166,"gold","no","no"
"1858","classic",2373,1952,"owner",70,"monthly_issuance",1993-11-28,15,"male",1954-01-19,45,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,-14479.2,47482.3,0,5.52,0.905,15380,"gold",47482,288,"classic","no","no"
"1859","classic",2374,1953,"owner",9,"weekly_issuance",1997-05-15,9,"male",1968-07-27,31,NA,NA,NA,NA,NA,FALSE,"classic",1998-04-03,TRUE,NA,NA,NA,NA,NA,NA,FALSE,43107.77,90590.07,-36665.97,4.52,0,NA,NA,53924,185,"classic","no","no"
"1860","classic",2375,1954,"owner",72,"monthly_issuance",1996-06-05,72,"female",1965-07-25,34,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,2140,1,0,0,0,0,TRUE,2716.8,19778.7,0,4.77,0,3211,"failed",19778,6,"no","no","no"
"1861","classic",2377,1955,"owner",49,"monthly_issuance",1995-01-07,49,"male",1950-11-17,49,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,1964,1,0,0,0,0,TRUE,7039.7,18288.2,0,4.77,0,2946,"failed",18288,6,"no","no","no"
"1862","classic",2378,1956,"owner",63,"monthly_issuance",1997-05-23,63,"female",1953-03-13,46,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,4674,1,0,0,0,0,TRUE,15340.6,45760.3,0,4.42,0,NA,NA,45760,112,"classic","no","no"
"1863","classic",2379,1957,"owner",33,"monthly_issuance",1996-09-18,33,"female",1964-06-19,35,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,2487,1,0,0,0,1,TRUE,1586.7,26012.6,0,5.1,0,3731,"failed",26012,16,"no","no","no"
"1864","classic",2380,1958,"owner",40,"monthly_issuance",1994-10-24,40,"male",1927-08-17,72,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,2934,1,0,0,0,0,TRUE,8589.9,45958.7,0,4.93,1.405,5338,"failed",45958,59,"no","no","no"
"1865","classic",2382,1959,"owner",62,"monthly_issuance",1993-12-24,62,"female",1927-10-25,72,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,3142,1,0,0,0,0,TRUE,-1545,31359.9,0,4.95,0,6830,"failed",31359,48,"no","no","no"
"1866","classic",2383,1960,"owner",31,"monthly_issuance",1997-12-04,31,"female",1947-01-01,52,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,2150,1,0,0,0,1,TRUE,-11919.1,19960.9,0,4.44,0,NA,NA,19960,59,"no","no","no"
"1867","classic",2385,1961,"owner",13,"monthly_issuance",1995-08-30,13,"male",1933-05-05,66,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,2293,1,0,0,0,0,TRUE,-10067.3,23052.6,0,5.07,0,5764,"failed",23052,22,"no","no","no"
"1868","classic",2387,1962,"owner",77,"monthly_issuance",1996-02-24,77,"female",1945-07-16,54,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,3733,1,0,0,1,1,TRUE,50802.9,104343.2,0,4.84,0,46473,"gold",104343,721,"classic","yes","up to  330000"
"1869","classic",2388,1963,"owner",42,"monthly_issuance",1996-02-03,42,"male",1971-07-29,28,NA,NA,NA,NA,NA,FALSE,"gold",1998-12-13,TRUE,3175,1,0,0,0,0,TRUE,8839.90000000001,80182.3,1232.8,5.63,0,22968,"gold",81415,420,"keep gold","yes","up to  260000"
"1870","classic",2389,1964,"owner",25,"monthly_issuance",1996-02-12,25,"male",1924-07-20,75,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,2438,1,0,0,0,0,TRUE,-7472.5,15713,0,4.75,0,6547,"failed",15713,25,"no","no","no"
"1871","classic",2390,1965,"owner",57,"issuance_after_transaction",1993-02-08,57,"male",1938-05-13,61,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,9541,1,0,0,0,0,TRUE,44348.4,51865.8,0,5.15,-6.515,NA,NA,51865,147,"classic","yes","up to  160000"
"1872","classic",2391,1966,"owner",27,"monthly_issuance",1993-02-12,1,"male",1942-01-24,57,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,5569,1,0,0,0,0,TRUE,-749.599999999999,62865.4,0,5.16,2.355,20567,"gold",62865,370,"classic","no","no"
"1873","classic",2392,1967,"owner",26,"weekly_issuance",1995-02-13,26,"male",1955-05-21,44,1996-04-21,249312,48,5194,"running_ok",TRUE,NA,NA,FALSE,19358,1,0,1,0,0,TRUE,-25115.8,27814,0,4.93,0,NA,NA,27814,52,"no","no","no"
"1874","classic",2393,1968,"owner",16,"weekly_issuance",1997-10-14,16,"female",1976-08-23,23,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,-43402.8,20058.5,0,4.53,0,NA,NA,20058,28,"no","no","no"
"1875","classic",2394,1969,"owner",5,"monthly_issuance",1994-04-02,5,"male",1962-06-04,37,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,5403,1,0,0,0,0,TRUE,369.900000000001,33609.9,0,4.89,0,10602,"classic",33609,216,"classic","yes","up to  100000"
"1876","classic",2395,1970,"owner",8,"monthly_issuance",1993-12-08,8,"male",1953-03-11,46,NA,NA,NA,NA,NA,FALSE,"classic",1996-03-31,TRUE,3690,1,0,0,0,1,TRUE,512.699999999997,47088.6,11566.9,5.6,0.16,22439,"gold",96245,373,"keep classic","yes","up to  300000"
"1877","classic",2396,1971,"owner",41,"monthly_issuance",1995-08-04,41,"female",1949-08-29,50,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,6624,1,0,0,0,0,TRUE,-7647.9,50816.7,0,4.79,0,9937,"classic",50816,218,"classic","no","no"
"1878","classic",2397,1972,"owner",77,"monthly_issuance",1993-01-02,46,"male",1918-07-14,81,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,2736,1,0,0,0,0,TRUE,-1391.4,23740.2,0,5.27,3.73,5298,"failed",23740,27,"no","no","no"
"1879","classic",2398,1973,"owner",71,"monthly_issuance",1996-06-05,71,"female",1955-08-25,44,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,1997,1,0,0,0,1,TRUE,1460.3,23665.7,0,4.84,0,2996,"failed",23665,6,"no","no","no"
"1880","classic",2399,1974,"owner",42,"monthly_issuance",1995-06-01,42,"female",1943-05-02,56,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,4861.7,16325.1,0,4.41,0,90,"failed",16325,-27,"no","no","no"
"1881","classic",2400,1975,"owner",19,"monthly_issuance",1994-09-07,19,"male",1959-04-10,40,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,6581,1,0,0,1,1,TRUE,-6065,24930.4,0,5.03,0,14212,"gold",24930,262,"classic","no","no"
"1882","classic",2401,1976,"owner",26,"monthly_issuance",1997-03-25,26,"female",1948-01-26,51,NA,NA,NA,NA,NA,FALSE,"classic",1997-11-18,TRUE,5565,1,0,0,0,1,TRUE,12422.7,37353.1,1559.4,4.52,0,NA,NA,49637,100,"classic","no","no"
"1883","classic",2402,1977,"owner",41,"monthly_issuance",1996-02-03,41,"male",1948-10-26,51,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,8586,38707.9,0,4.96,0,8672,"classic",38707,211,"classic","yes","up to  120000"
"1884","classic",2403,1978,"owner",57,"weekly_issuance",1993-06-11,1,"female",1963-01-25,36,1994-12-04,205200,36,5700,"finished_ok",TRUE,NA,NA,FALSE,18957,1,0,1,1,1,TRUE,7612.3,68036.9,0,5.53,0,34202,"gold",68036,570,"classic","no","next loan up to 210000"
"1885","junior",2404,1979,"owner",26,"monthly_issuance",1993-01-11,27,"female",1977-07-05,22,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,2014,1,0,0,0,0,TRUE,642.600000000002,19783.3,0,5.3,3.31,3021,"junior",19783,127,"junior","no","no"
"1886","classic",2406,1980,"owner",49,"monthly_issuance",1996-03-16,49,"female",1956-10-06,43,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,6879,1,0,0,0,0,TRUE,28177.4,43477.7,0,4.71,0,10319,"classic",43477,251,"classic","yes","up to  130000"
"1887","classic",2407,1981,"owner",64,"monthly_issuance",1993-10-08,51,"male",1975-08-27,24,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,2184,1,0,0,0,1,TRUE,1829.97,31162.4,0,4.96,2.625,3277,"junior",31162,142,"junior","yes","up to   90000"
"1888","classic",2408,1982,"owner",6,"monthly_issuance",1997-05-08,6,"female",1940-04-28,59,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,3732,1,0,0,0,0,TRUE,2964.8,58380.2,0,4.52,0,NA,NA,58380,112,"classic","no","no"
"1889","classic",2409,1983,"owner",54,"monthly_issuance",1997-12-25,54,"male",1964-05-27,35,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,-9873,78363,0,4.41,0,NA,"classic",78363,144,"classic","no","no"
"1890","gold",2410,1984,"owner",73,"monthly_issuance",1993-11-07,73,"female",1973-02-08,26,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,11878.2,72457.1,0,5.41,1.06,13066,"gold",72457,366,"gold","yes","up to  230000"
"1891","junior",2412,1985,"owner",20,"monthly_issuance",1996-07-29,20,"male",1980-10-26,19,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,914.299999999999,16114.6,0,4.93,0,1900,"junior",16114,112,"junior","no","no"
"1892","classic",2413,1986,"owner",46,"monthly_issuance",1995-04-04,46,"male",1961-08-09,38,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,5451,1,0,0,0,0,TRUE,17787.5,46609.1,0,5.01,0,12336,"classic",46609,264,"classic","yes","up to  140000"
"1893","classic",2414,1987,"owner",54,"monthly_issuance",1994-03-17,54,"female",1950-07-13,49,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,-7051.5,43453,0,5.29,0,19052,"gold",43453,328,"classic","no","no"
"1894","classic",2416,1988,"owner",72,"monthly_issuance",1996-12-30,72,"female",1954-12-23,45,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,2671,1,0,0,0,0,TRUE,2088.2,27767,0,5.22,0,NA,NA,27767,81,"no","no","no"
"1895","classic",2417,1989,"owner",48,"monthly_issuance",1994-09-21,48,"female",1938-06-21,61,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,1982,1,0,0,0,0,TRUE,-601.200000000001,28740.1,0,5.05,0,4220,"failed",28740,21,"no","no","no"
"1896","classic",2418,1990,"owner",1,"monthly_issuance",1993-06-09,1,"female",1953-12-27,46,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,2168,1,0,0,0,0,TRUE,6253.3,33165.6,0,5.62,2.625,3253,"failed",33165,24,"no","no","no"
"1897","classic",2419,1991,"owner",1,"monthly_issuance",1996-11-16,1,"female",1954-06-23,45,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,7510,1,0,0,1,1,TRUE,31493.8,87581.4,0,4.56,0,NA,"gold",87581,221,"classic","yes","up to  280000"
"1898","classic",2420,1992,"owner",48,"monthly_issuance",1997-09-27,48,"female",1972-06-06,27,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,4140,1,0,0,0,0,TRUE,-7713.7,20550.1,0,4.51,0,NA,NA,20550,64,"no","no","no"
"1899","junior",2422,1993,"owner",68,"monthly_issuance",1994-10-30,68,"female",1976-06-09,23,1995-04-15,68400,12,5700,"finished_nok",TRUE,NA,NA,FALSE,5700,0,0,1,0,0,TRUE,1651.3,51911.2,0,5.51,0,NA,"failed",51911,5,"no","no","no"
"1900","classic",2423,1994,"owner",42,"monthly_issuance",1995-07-19,42,"male",1957-07-09,42,NA,NA,NA,NA,NA,FALSE,"classic",1996-11-08,TRUE,4729,1,0,0,1,1,TRUE,-19724.9,62950.9,-45010.9,4.9,0,NA,NA,31338,94,"keep classic","no","no"
"1901","classic",2424,1995,"owner",54,"monthly_issuance",1997-07-18,54,"male",1920-11-10,79,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,2944,1,0,0,0,0,TRUE,2507,23809.5,0,4.51,0,NA,NA,23809,78,"no","no","no"
"1902","classic",2425,1996,"owner",6,"weekly_issuance",1996-05-08,6,"female",1977-07-18,22,NA,NA,NA,NA,NA,FALSE,"junior",1997-05-17,TRUE,2395,0,1,0,0,0,TRUE,19117.1,42926.6,-11212.7,4.73,0,23956,"junior",26884,378,"keep junior","no","no"
"1903","classic",2426,1997,"owner",74,"monthly_issuance",1996-09-05,74,"male",1927-06-09,72,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,1942,1,0,0,0,0,TRUE,-15002.2,24169.4,0,4.71,0,6965,"failed",24169,30,"no","no","no"
"1904","classic",2428,1998,"owner",1,"monthly_issuance",1993-06-17,1,"female",1946-06-27,53,NA,NA,NA,NA,NA,FALSE,"classic",1994-11-10,TRUE,NA,NA,NA,NA,NA,NA,FALSE,-1374.39999999999,45145.8,-1356.8,5.26,2.32,23468,"gold",77676,381,"keep classic","no","no"
"1905","classic",2429,1999,"owner",70,"monthly_issuance",1993-06-06,70,"male",1973-11-22,26,NA,NA,NA,NA,NA,FALSE,"classic",1994-03-03,TRUE,6454,1,0,0,0,1,TRUE,-15435.8,62240.3,-26762,5.04,0.08,23728,"gold",41082,385,"keep classic","no","no"
"1906","classic",2430,2000,"owner",5,"monthly_issuance",1997-08-06,5,"male",1937-10-28,62,1998-07-14,290820,60,4847,"running_ok",TRUE,"classic",1998-12-11,TRUE,8227,1,0,1,1,1,TRUE,-5218.8,47419.4,20900.1,4.41,0,NA,"classic",68319,120,"keep classic","no","no"
"1907","classic",2431,2001,"owner",75,"monthly_issuance",1994-05-19,75,"male",1966-10-10,33,NA,NA,NA,NA,NA,FALSE,"classic",1996-01-12,TRUE,12524,1,0,0,0,0,TRUE,-15350.9,37611,-3380.8,6.08,0,39102,"gold",86494,515,"keep classic","no","no"
"1908","classic",2432,2002,"owner",1,"monthly_issuance",1993-04-08,27,"female",1924-03-08,75,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,3688,1,0,0,0,0,TRUE,12327.4,39121.1,0,5.18,4.38,6060,"failed",39121,63,"no","no","no"
"1909","classic",2433,2003,"owner",32,"monthly_issuance",1995-11-27,32,"male",1964-06-19,35,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,2127,0,1,0,0,0,TRUE,5445.1,68333.5,0,4.97,0,46967,"gold",68333,644,"classic","yes","up to  210000"
"1910","classic",2434,2004,"owner",42,"monthly_issuance",1996-08-04,42,"female",1945-05-24,54,NA,NA,NA,NA,NA,FALSE,"classic",1997-12-15,TRUE,5472,1,0,0,0,0,TRUE,-11269.1,58092.7,44699,5.38,0,24409,"gold",96456,392,"keep classic","yes","up to  300000"
"1911","classic",2435,2005,"owner",16,"monthly_issuance",1997-05-11,16,"female",1943-10-18,56,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,2274,1,0,0,1,1,TRUE,-5435.3,21688.4,0,4.9,0,NA,NA,21688,68,"no","no","no"
"1912","classic",2436,2006,"owner",25,"monthly_issuance",1997-06-16,25,"female",1934-08-06,65,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,3135,1,0,0,0,0,TRUE,-3626.1,24672.2,0,4.45,0,NA,NA,24672,72,"no","no","no"
"1913","classic",2437,2007,"owner",45,"monthly_issuance",1997-09-29,45,"male",1936-12-27,63,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,31534.8,69517.7,0,4.62,0,NA,"classic",69517,178,"classic","yes","up to  220000"
"1914","gold",2438,2008,"owner",52,"monthly_issuance",1993-04-16,52,"female",1946-09-19,53,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,4198,1,0,0,0,1,TRUE,3499.39999999999,90720.1,0,5.16,4.265,12440,"classic",90720,344,"gold","yes","up to  290000"
"1915","classic",2440,2009,"owner",17,"monthly_issuance",1994-04-14,17,"male",1935-09-09,64,NA,NA,NA,NA,NA,FALSE,"classic",1996-10-27,TRUE,4263,1,0,0,0,1,TRUE,-1036.77,61676.73,-9633.73,5.16,0,23143,"gold",58897,393,"keep classic","no","no"
"1916","classic",2441,2010,"owner",1,"monthly_issuance",1993-12-27,1,"male",1928-10-06,71,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,3876,1,0,0,0,0,TRUE,2451.9,26151.2,0,5.27,5.825,5815,"failed",26151,38,"no","no","no"
"1917","classic",2443,2011,"owner",75,"monthly_issuance",1993-03-25,75,"male",1949-05-23,50,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,2010,1,0,0,1,1,TRUE,3652.8,23230.1,0,5.38,5.185,3016,"failed",23230,8,"no","no","no"
"1918","classic",2444,2012,"owner",4,"monthly_issuance",1996-04-08,4,"male",1934-08-26,65,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,3844,1,0,0,0,0,TRUE,-17324.3,19992.3,0,4.66,0,6761,"failed",19992,22,"no","no","no"
"1919","classic",2445,2013,"owner",54,"monthly_issuance",1996-08-15,54,"male",1969-02-26,30,NA,NA,NA,NA,NA,FALSE,"gold",1997-11-22,TRUE,NA,NA,NA,NA,NA,NA,FALSE,9387.6,21187.6,34887.9,4.42,0,NA,NA,29219,81,"keep gold","no","no"
"1920","classic",2447,2015,"owner",68,"monthly_issuance",1995-11-25,68,"male",1972-10-07,27,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,4535,1,0,0,0,0,TRUE,275.900000000001,24967.2,0,4.7,0,6803,"failed",24967,44,"no","no","no"
"1921","classic",2449,2016,"owner",1,"monthly_issuance",1997-02-23,1,"male",1967-12-28,32,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,1967,1,0,0,1,1,TRUE,584.700000000001,17749.6,0,4.53,0,2951,"failed",17749,1,"no","no","no"
"1922","classic",2450,2017,"owner",54,"monthly_issuance",1996-02-21,54,"female",1975-05-17,24,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,2671,1,0,0,0,1,TRUE,-13575.2,13974,0,4.93,0,4007,"junior",13974,116,"junior","no","no"
"1923","classic",2451,2018,"owner",42,"monthly_issuance",1995-06-04,42,"male",1939-12-06,60,1997-01-21,38520,12,3210,"finished_ok",TRUE,NA,NA,FALSE,6325,1,0,1,0,0,TRUE,9698.4,18120.5,0,5.15,0,4673,"failed",18120,76,"no","no","next loan up to  50000"
"1924","classic",2452,2019,"owner",64,"monthly_issuance",1997-06-11,64,"female",1952-06-07,47,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,2102,1,0,0,1,1,TRUE,541.6,17753.6,0,4.44,0,NA,NA,17753,70,"no","no","no"
"1925","classic",2453,2020,"owner",13,"monthly_issuance",1993-09-04,13,"male",1924-01-13,75,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,2329,1,0,0,0,0,TRUE,-9217.5,23430.8,0,4.97,2.955,5280,"failed",23430,18,"no","no","no"
"1926","classic",2454,2021,"owner",69,"monthly_issuance",1997-02-05,69,"female",1940-09-04,59,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,-10900,10300,0,4.3,0,NA,NA,10300,50,"no","no","no"
"1927","classic",2455,2022,"owner",72,"monthly_issuance",1993-06-11,72,"male",1919-11-04,80,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,1943,1,0,0,0,0,TRUE,5596.7,46467.6,0,5.55,7.97,4652,"failed",46467,50,"no","no","no"
"1928","gold",2457,2023,"owner",68,"monthly_issuance",1993-01-26,68,"male",1940-08-17,59,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,8631,1,0,0,1,1,TRUE,-1113.20000000001,95837.5,0,5.29,3.215,23524,"gold",95837,481,"gold","no","no"
"1929","classic",2459,2024,"owner",20,"monthly_issuance",1997-03-02,20,"female",1974-07-22,25,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,7024,1,0,0,0,0,TRUE,-2736.1,23145.3,0,5.15,0,NA,NA,23145,71,"no","no","no"
"1930","classic",2460,2025,"owner",19,"monthly_issuance",1994-10-02,19,"female",1963-01-05,36,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,6704,1,0,0,0,0,TRUE,5630.8,44338.6,0,5.53,0,15139,"gold",44338,302,"classic","yes","up to  140000"
"1931","gold",2461,2026,"owner",64,"monthly_issuance",1996-09-14,64,"male",1967-04-02,32,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,5330,1,0,0,0,1,TRUE,16376.1,71525.9,0,4.74,0,13696,"gold",71525,376,"gold","yes","up to  220000"
"1932","classic",2462,2027,"owner",19,"monthly_issuance",1994-11-28,19,"male",1934-06-06,65,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,3476,1,0,0,0,0,TRUE,-1313.5,32793.2,0,4.78,0,5214,"failed",32793,35,"no","no","no"
"1933","classic",2463,2028,"owner",7,"weekly_issuance",1994-11-26,7,"male",1944-12-17,55,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,32200.1,49858.9,0,5.07,0,NA,NA,49858,133,"classic","yes","up to  150000"
"1934","classic",2464,2029,"owner",55,"monthly_issuance",1993-05-29,30,"male",1945-09-01,54,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,0,8900,0,4.3,0,NA,NA,8900,60,"no","no","no"
