"","disp.disp_id","disp.client_id","disp.account_id","disp.type","account.district_id_branch","account.frequency","account.date","client.district_id_client","client.gender","client.dob","client.age","loan.date","loan.amount","loan.duration","loan.monthly_rate","loan.status","loan.has_loan","card.type","card.issued","card.has_card","order.sum_amount","order.household","order.leasing","order.loan","order.insurance","order.uncategorized","order.has_orders","district.avg_salary","district.urban_ratio","district.enterpren_rate"
"2690",3420,3420,2829,"owner",66,"monthly_issuance",1997-08-18,66,"male",1979-06-24,20,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,8512,48.3,102
"2691",3421,3421,2830,"owner",20,"monthly_issuance",1995-08-04,20,"male",1947-03-05,52,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,9131,1,0,0,0,1,TRUE,8547,58.4,120
"2692",3422,3422,2831,"owner",1,"monthly_issuance",1997-11-10,1,"female",1951-05-02,48,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,5156,1,0,0,1,1,TRUE,12541,100,167
"2693",3423,3423,2832,"owner",12,"monthly_issuance",1997-11-22,12,"female",1971-09-05,28,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,2122,1,0,0,0,0,TRUE,8754,58,137
"2694",3424,3424,2833,"owner",64,"monthly_issuance",1995-08-30,64,"male",1918-11-14,81,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,2970,1,0,0,0,0,TRUE,9624,74.7,145
"2695",3425,3425,2834,"owner",70,"monthly_issuance",1995-10-14,70,"male",1970-05-07,29,NA,NA,NA,NA,NA,FALSE,"classic",1997-11-29,TRUE,7579,1,0,0,1,1,TRUE,10177,89.9,81
"2696",3426,3426,2835,"owner",73,"monthly_issuance",1995-10-03,73,"male",1978-02-07,21,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,8746,56.4,90
"2697",3427,3427,2836,"owner",42,"monthly_issuance",1995-11-18,42,"male",1980-06-16,19,NA,NA,NA,NA,NA,FALSE,"junior",1996-11-26,TRUE,9472,1,0,0,0,0,TRUE,8388,59.1,87
"2698",3429,3429,2837,"owner",46,"monthly_issuance",1996-06-02,46,"male",1941-10-16,58,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,8369,73.5,117
"2699",3430,3430,2838,"owner",3,"weekly_issuance",1993-04-13,3,"male",1951-09-25,48,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,6120,1,1,0,0,1,TRUE,8980,41.7,111
"2700",3431,3431,2839,"owner",70,"monthly_issuance",1995-04-04,70,"female",1979-04-05,20,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,8577,1,0,0,1,1,TRUE,10177,89.9,81
"2701",3432,3432,2840,"owner",15,"monthly_issuance",1994-10-09,15,"male",1973-11-08,26,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,14839,1,1,0,0,0,TRUE,9045,51.9,124
"2702",3433,3433,2841,"owner",71,"monthly_issuance",1993-07-27,71,"male",1962-09-07,37,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,3536,1,0,0,0,0,TRUE,8678,69.7,102
"2703",3435,3435,2842,"owner",14,"monthly_issuance",1993-12-29,4,"female",1945-05-27,54,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,2150,1,0,0,1,1,TRUE,9753,67.4,109
"2704",3436,3436,2843,"owner",30,"monthly_issuance",1997-03-29,30,"male",1958-02-18,41,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,7746,1,0,0,0,0,TRUE,9650,81.8,100
"2705",3438,3438,2844,"owner",43,"monthly_issuance",1996-01-19,43,"male",1942-01-12,57,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,9425,76.3,125
"2706",3439,3439,2845,"owner",62,"monthly_issuance",1997-08-21,62,"male",1967-01-27,32,NA,NA,NA,NA,NA,FALSE,"classic",1998-10-22,TRUE,6559,1,0,0,0,0,TRUE,8544,40.7,109
"2707",3440,3440,2846,"owner",1,"monthly_issuance",1997-09-27,1,"female",1938-02-13,61,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,2457,1,0,0,0,0,TRUE,12541,100,167
"2708",3441,3441,2847,"owner",75,"monthly_issuance",1994-05-08,75,"male",1958-02-09,41,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,5185,1,0,0,0,0,TRUE,8819,64.6,99
"2709",3443,3443,2849,"owner",1,"monthly_issuance",1993-09-16,1,"female",1934-12-06,65,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,2704,1,0,0,0,0,TRUE,12541,100,167
"2710",3444,3444,2850,"owner",57,"monthly_issuance",1997-11-22,57,"male",1977-04-06,22,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,2038,1,0,0,0,0,TRUE,8720,48,116
"2711",3445,3445,2851,"owner",17,"monthly_issuance",1995-12-02,17,"female",1979-03-26,20,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,8114,61.4,119
"2712",3446,3446,2852,"owner",70,"monthly_issuance",1996-12-29,70,"male",1957-10-01,42,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,10177,89.9,81
"2713",3447,3447,2853,"owner",54,"monthly_issuance",1995-09-08,54,"female",1949-04-21,50,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,2472,1,0,0,0,0,TRUE,9897,100,140
"2714",3448,3448,2854,"owner",1,"monthly_issuance",1997-01-18,1,"male",1954-12-24,45,NA,NA,NA,NA,NA,FALSE,"gold",1998-09-10,TRUE,4186,1,0,0,0,0,TRUE,12541,100,167
"2715",3449,3449,2855,"owner",27,"monthly_issuance",1995-08-21,27,"male",1928-03-21,71,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,1589,1,0,0,0,0,TRUE,8561,43.8,110
"2716",3450,3450,2856,"owner",25,"monthly_issuance",1995-03-18,25,"male",1976-09-12,23,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,6599,1,0,0,0,0,TRUE,8554,61.7,113
"2717",3451,3451,2857,"owner",19,"monthly_issuance",1997-04-28,19,"male",1974-07-17,25,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,6317,1,0,0,0,0,TRUE,8402,52.7,120
"2718",3453,3453,2858,"owner",56,"monthly_issuance",1995-08-22,56,"male",1950-08-02,49,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,6619,1,1,0,0,1,TRUE,8772,46,126
"2719",3454,3454,2859,"owner",11,"monthly_issuance",1993-10-23,11,"female",1949-10-17,50,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,9622,36.5,154
"2720",3456,3456,2860,"owner",54,"weekly_issuance",1997-05-30,54,"female",1945-01-21,54,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,9897,100,140
"2721",3457,3457,2861,"owner",38,"monthly_issuance",1993-02-10,75,"female",1923-06-14,76,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,2613,1,0,0,0,0,TRUE,8819,64.6,99
"2722",3458,3458,2862,"owner",33,"monthly_issuance",1993-06-07,33,"male",1953-06-30,46,NA,NA,NA,NA,NA,FALSE,"classic",1995-05-30,TRUE,7099,1,0,0,0,1,TRUE,8705,84.7,116
"2723",3459,3459,2863,"owner",14,"monthly_issuance",1996-01-21,14,"female",1964-08-30,35,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,6168,1,0,0,0,1,TRUE,10045,74.8,135
"2724",3461,3461,2864,"owner",54,"monthly_issuance",1996-03-16,54,"male",1958-02-22,41,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,7611,1,0,0,1,1,TRUE,9897,100,140
"2725",3463,3463,2865,"owner",1,"monthly_issuance",1995-03-03,1,"female",1979-03-02,20,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,3493,1,0,0,1,1,TRUE,12541,100,167
"2726",3464,3464,2866,"owner",43,"monthly_issuance",1995-09-13,43,"male",1953-01-14,46,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,5711,1,0,0,0,0,TRUE,9425,76.3,125
"2727",3465,3465,2867,"owner",30,"monthly_issuance",1993-11-04,30,"male",1942-04-17,57,NA,NA,NA,NA,NA,FALSE,"gold",1997-08-19,TRUE,7523,1,0,0,0,0,TRUE,9650,81.8,100
"2728",3466,3466,2868,"owner",1,"monthly_issuance",1994-06-15,1,"female",1936-05-31,63,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,3306,1,0,0,0,0,TRUE,12541,100,167
"2729",3468,3468,2869,"owner",68,"monthly_issuance",1996-09-27,68,"female",1933-12-31,66,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,2562,1,0,0,0,0,TRUE,9893,57.2,96
"2730",3469,3469,2870,"owner",1,"monthly_issuance",1996-06-18,1,"female",1975-02-23,24,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,5851,1,0,0,0,0,TRUE,12541,100,167
"2731",3470,3470,2871,"owner",52,"monthly_issuance",1995-10-30,52,"female",1937-04-23,62,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,3829,1,0,0,0,0,TRUE,8363,61.9,108
"2732",3471,3471,2872,"owner",1,"monthly_issuance",1996-09-04,1,"female",1952-09-29,47,1997-05-19,268320,60,4472,"running_ok",TRUE,NA,NA,FALSE,12571,1,0,1,0,1,TRUE,12541,100,167
"2733",3472,3472,2873,"owner",70,"monthly_issuance",1996-12-13,70,"female",1946-05-11,53,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,7994,1,0,0,1,1,TRUE,10177,89.9,81
"2734",3474,3474,2874,"owner",32,"monthly_issuance",1997-04-02,32,"female",1954-12-08,45,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,2066,1,0,0,0,0,TRUE,9272,81,118
"2735",3475,3475,2875,"owner",19,"monthly_issuance",1996-12-24,19,"male",1957-03-13,42,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,8402,52.7,120
"2736",3476,3476,2876,"owner",52,"monthly_issuance",1993-04-22,60,"female",1968-01-05,31,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,5231,1,0,0,0,0,TRUE,8441,51.9,115
"2737",3477,3477,2877,"owner",37,"monthly_issuance",1995-06-04,37,"male",1965-08-28,34,NA,NA,NA,NA,NA,FALSE,"classic",1996-10-11,TRUE,5305,1,0,0,0,0,TRUE,9065,62.3,123
"2738",3478,3478,2878,"owner",1,"monthly_issuance",1997-06-14,1,"male",1926-05-30,73,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,3192,1,0,0,0,0,TRUE,12541,100,167
"2739",3480,3480,2879,"owner",15,"monthly_issuance",1997-10-14,15,"female",1951-04-10,48,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,7193,1,0,0,0,0,TRUE,9045,51.9,124
"2740",3482,3482,2880,"owner",71,"monthly_issuance",1993-06-16,71,"female",1941-02-09,58,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,7501,1,0,0,0,0,TRUE,8678,69.7,102
"2741",3483,3483,2881,"owner",70,"monthly_issuance",1993-01-04,70,"male",1940-12-02,59,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,4639,1,0,0,0,0,TRUE,10177,89.9,81
"2742",3484,3484,2882,"owner",44,"monthly_issuance",1996-07-20,44,"male",1972-04-30,27,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,12443,1,1,0,0,0,TRUE,8254,53,97
"2743",3485,3485,2883,"owner",77,"monthly_issuance",1997-06-29,77,"male",1922-05-27,77,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,2497,1,0,0,0,0,TRUE,8909,53.5,113
"2744",3486,3486,2884,"owner",1,"monthly_issuance",1993-02-08,77,"male",1962-03-09,37,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,3854,1,0,0,0,0,TRUE,8909,53.5,113
"2745",3487,3487,2885,"owner",1,"monthly_issuance",1996-09-04,1,"male",1959-09-06,40,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,7905,1,0,0,0,0,TRUE,12541,100,167
"2746",3488,3488,2886,"owner",1,"monthly_issuance",1994-04-08,1,"male",1955-10-09,44,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,3472,1,0,0,0,0,TRUE,12541,100,167
"2747",3489,3489,2887,"owner",76,"monthly_issuance",1996-07-13,76,"male",1966-08-13,33,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,5645,1,0,0,0,0,TRUE,8369,51.2,107
"2748",3490,3490,2888,"owner",19,"monthly_issuance",1996-05-23,19,"male",1920-10-16,79,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,2392,1,0,0,0,0,TRUE,8402,52.7,120
"2749",3492,3492,2889,"owner",8,"monthly_issuance",1996-03-23,8,"female",1970-12-27,29,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,8330,1,1,0,0,0,TRUE,11277,69.4,127
"2750",3493,3493,2890,"owner",69,"monthly_issuance",1996-02-07,69,"female",1965-05-04,34,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,5653,1,0,0,0,1,TRUE,8173,48.4,124
"2751",3494,3494,2891,"owner",42,"monthly_issuance",1997-05-28,42,"male",1969-07-02,30,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,11298,1,1,0,0,1,TRUE,8388,59.1,87
"2752",3495,3495,2892,"owner",64,"monthly_issuance",1997-12-16,64,"female",1941-05-10,58,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,9624,74.7,145
"2753",3497,3497,2893,"owner",39,"monthly_issuance",1996-02-08,39,"female",1970-09-11,29,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,2254,1,0,0,0,1,TRUE,10446,89.9,90
"2754",3498,3498,2894,"owner",17,"monthly_issuance",1993-08-28,77,"male",1938-04-01,61,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,3735,0,1,0,0,0,TRUE,8909,53.5,113
"2755",3499,3499,2895,"owner",19,"monthly_issuance",1993-03-09,19,"male",1969-03-16,30,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,5598,1,0,0,0,0,TRUE,8402,52.7,120
"2756",3500,3500,2896,"owner",29,"monthly_issuance",1993-03-30,29,"male",1960-06-07,39,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,2147,1,0,0,0,1,TRUE,8843,55.6,113
"2757",3501,3501,2897,"owner",51,"monthly_issuance",1997-10-11,51,"male",1964-03-21,35,NA,NA,NA,NA,NA,FALSE,"classic",1998-07-16,TRUE,5751,1,0,0,0,0,TRUE,8541,70.5,131
"2758",3502,3502,2898,"owner",54,"monthly_issuance",1996-11-23,54,"male",1952-08-03,47,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,6655,1,0,0,0,0,TRUE,9897,100,140
"2759",3504,3504,2899,"owner",40,"monthly_issuance",1997-04-03,40,"male",1952-01-25,47,NA,NA,NA,NA,NA,FALSE,"classic",1998-12-12,TRUE,7503,1,0,0,0,0,TRUE,9317,85.3,97
"2760",3505,3505,2900,"owner",20,"monthly_issuance",1997-05-14,20,"male",1977-12-06,22,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,8547,58.4,120
"2761",3506,3506,2901,"owner",1,"monthly_issuance",1997-04-09,1,"female",1961-08-20,38,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,4936,1,0,0,0,0,TRUE,12541,100,167
"2762",3507,3507,2902,"owner",32,"monthly_issuance",1993-01-28,32,"female",1946-12-02,53,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,6290,1,0,0,0,1,TRUE,9272,81,118
"2763",3508,3508,2903,"owner",38,"monthly_issuance",1994-05-19,38,"male",1970-11-09,29,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,7826,1,0,0,0,0,TRUE,8965,59.8,104
"2764",3510,3510,2904,"owner",13,"monthly_issuance",1996-03-20,13,"male",1939-10-26,60,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,8598,41.3,123
"2765",3511,3511,2905,"owner",74,"monthly_issuance",1994-10-03,74,"male",1963-09-11,36,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,10673,100,100
"2766",3512,3512,2906,"owner",49,"monthly_issuance",1996-09-20,49,"male",1946-05-25,53,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,9658,1,0,0,1,1,TRUE,8208,60.8,155
"2767",3513,3513,2907,"owner",70,"monthly_issuance",1993-09-09,70,"male",1922-07-20,77,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,3983,1,0,0,0,0,TRUE,10177,89.9,81
"2768",3515,3515,2908,"owner",61,"monthly_issuance",1997-03-16,61,"female",1975-01-02,24,NA,NA,NA,NA,NA,FALSE,"classic",1998-08-08,TRUE,3207,1,0,0,0,0,TRUE,8814,53.8,107
"2769",3516,3516,2909,"owner",58,"monthly_issuance",1996-04-04,58,"female",1971-09-07,28,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,7036,1,0,0,0,0,TRUE,8757,63.6,96
"2770",3517,3517,2910,"owner",68,"monthly_issuance",1997-10-21,68,"female",1953-06-24,46,1998-08-29,437460,60,7291,"running_ok",TRUE,"classic",1998-09-03,TRUE,21725,1,0,1,0,1,TRUE,9893,57.2,96
"2771",3518,3518,2911,"owner",33,"monthly_issuance",1995-02-25,33,"female",1955-09-02,44,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,8629,1,1,0,1,1,TRUE,8705,84.7,116
"2772",3519,3519,2912,"owner",74,"monthly_issuance",1994-07-30,74,"male",1949-12-15,50,1996-02-29,380160,60,6336,"running_ok",TRUE,"classic",1997-10-25,TRUE,6336,0,0,1,0,0,TRUE,10673,100,100
"2773",3520,3520,2913,"owner",8,"monthly_issuance",1993-12-28,8,"female",1928-05-17,71,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,2980,1,0,0,0,0,TRUE,11277,69.4,127
"2774",3521,3521,2914,"owner",4,"monthly_issuance",1996-09-08,4,"male",1964-07-20,35,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,5189,1,0,0,0,1,TRUE,9753,67.4,109
"2775",3522,3522,2915,"owner",57,"monthly_issuance",1993-07-23,57,"male",1963-02-02,36,NA,NA,NA,NA,NA,FALSE,"classic",1997-07-14,TRUE,NA,NA,NA,NA,NA,NA,FALSE,8720,48,116
"2776",3523,3523,2916,"owner",6,"monthly_issuance",1996-12-03,6,"male",1964-04-29,35,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,6363,1,0,0,1,1,TRUE,8546,51.5,126
"2777",3524,3524,2917,"owner",68,"monthly_issuance",1996-08-08,68,"female",1945-11-20,54,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,6157,1,0,0,0,0,TRUE,9893,57.2,96
"2778",3525,3525,2918,"owner",15,"issuance_after_transaction",1997-12-05,15,"male",1974-05-21,25,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,18484,1,0,1,0,0,TRUE,9045,51.9,124
"2779",3527,3527,2919,"owner",77,"monthly_issuance",1995-05-10,77,"male",1978-08-11,21,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,7331,1,0,0,0,0,TRUE,8909,53.5,113
"2780",3528,3528,2920,"owner",73,"monthly_issuance",1997-11-13,73,"female",1970-10-06,29,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,5493,1,0,0,0,0,TRUE,8746,56.4,90
"2781",3529,3529,2921,"owner",54,"monthly_issuance",1996-09-21,54,"male",1973-03-15,26,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,6797,1,0,0,0,0,TRUE,9897,100,140
"2782",3530,3530,2922,"owner",16,"monthly_issuance",1994-06-06,16,"female",1971-09-18,28,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,8427,56.9,107
"2783",3531,3531,2923,"owner",43,"monthly_issuance",1995-01-10,43,"male",1920-06-14,79,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,2786,1,0,0,0,0,TRUE,9425,76.3,125
"2784",3532,3532,2924,"owner",56,"monthly_issuance",1994-10-16,56,"male",1935-02-24,64,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,8772,46,126
"2785",3533,3533,2925,"owner",1,"monthly_issuance",1993-01-10,1,"female",1963-12-01,36,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,4297,1,0,0,0,0,TRUE,12541,100,167
"2786",3534,3534,2926,"owner",50,"monthly_issuance",1993-01-14,50,"female",1971-03-21,28,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,4008,1,0,0,1,1,TRUE,8187,52,94
"2787",3535,3535,2927,"owner",37,"monthly_issuance",1997-08-04,37,"male",1973-05-12,26,NA,NA,NA,NA,NA,FALSE,"classic",1998-09-29,TRUE,2025,0,1,0,0,0,TRUE,9065,62.3,123
"2788",3536,3536,2928,"owner",55,"monthly_issuance",1993-12-14,55,"male",1922-08-20,77,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,3566,1,0,0,0,0,TRUE,8743,33.9,111
"2789",3537,3537,2929,"owner",51,"monthly_issuance",1996-04-06,51,"male",1946-04-16,53,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,15673,1,1,0,0,1,TRUE,8541,70.5,131
"2790",3538,3538,2930,"owner",1,"monthly_issuance",1996-08-24,1,"female",1944-05-02,55,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,12032,1,0,0,0,0,TRUE,12541,100,167
"2791",3539,3539,2931,"owner",36,"monthly_issuance",1995-05-04,36,"male",1920-08-31,79,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,2884,1,0,0,0,0,TRUE,9198,85.2,131
"2792",3540,3540,2932,"owner",72,"monthly_issuance",1993-05-04,51,"male",1936-08-04,63,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,8615,1,1,0,1,1,TRUE,8541,70.5,131
"2793",3542,3542,2933,"owner",10,"monthly_issuance",1993-06-18,10,"male",1939-09-02,60,1994-05-17,272520,60,4542,"running_ok",TRUE,NA,NA,FALSE,10449,1,0,1,0,0,TRUE,10124,46.7,141
"2794",3544,3544,2934,"owner",1,"monthly_issuance",1996-10-08,1,"female",1961-08-15,38,NA,NA,NA,NA,NA,FALSE,"classic",1997-11-19,TRUE,NA,NA,NA,NA,NA,NA,FALSE,12541,100,167
"2795",3545,3545,2935,"owner",68,"monthly_issuance",1995-05-15,68,"male",1966-11-01,33,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,2100,1,0,0,0,0,TRUE,9893,57.2,96
"2796",3546,3546,2936,"owner",3,"monthly_issuance",1996-03-27,3,"male",1971-02-28,28,1998-01-20,504000,60,8400,"running_ok",TRUE,NA,NA,FALSE,12647,1,0,1,0,0,TRUE,8980,41.7,111
"2797",3547,3547,2937,"owner",1,"monthly_issuance",1997-02-25,1,"female",1924-03-15,75,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,3230,1,0,0,0,0,TRUE,12541,100,167
"2798",3548,3548,2938,"owner",1,"monthly_issuance",1993-08-04,1,"male",1975-05-03,24,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,14700,1,1,0,1,1,TRUE,12541,100,167
"2799",3549,3549,2939,"owner",5,"monthly_issuance",1997-06-28,5,"female",1937-09-08,62,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,2882,1,0,0,0,0,TRUE,9307,51.4,118
"2800",3550,3550,2940,"owner",54,"monthly_issuance",1993-06-24,54,"female",1969-09-14,30,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,7156,1,0,0,0,0,TRUE,9897,100,140
"2801",3552,3552,2942,"owner",44,"monthly_issuance",1997-09-24,44,"male",1940-11-16,59,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,3523,1,0,0,0,1,TRUE,8254,53,97
"2802",3554,3554,2944,"owner",22,"monthly_issuance",1996-01-11,22,"female",1965-12-21,34,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,3599,1,0,0,0,1,TRUE,8620,52.4,100
"2803",3556,3556,2945,"owner",6,"monthly_issuance",1996-07-11,6,"male",1927-11-27,72,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,1854,1,0,0,0,0,TRUE,8546,51.5,126
"2804",3558,3558,2946,"owner",54,"monthly_issuance",1996-05-07,54,"female",1928-07-01,71,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,2672,1,0,0,0,0,TRUE,9897,100,140
"2805",3559,3559,2947,"owner",57,"monthly_issuance",1996-08-09,57,"female",1939-10-23,60,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,2228,1,0,0,0,0,TRUE,8720,48,116
"2806",3562,3562,2949,"owner",1,"monthly_issuance",1994-10-21,1,"male",1931-04-05,68,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,2051,1,0,0,0,0,TRUE,12541,100,167
"2807",3564,3564,2950,"owner",62,"monthly_issuance",1996-06-28,62,"male",1948-03-23,51,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,8653,1,0,0,0,0,TRUE,8544,40.7,109
"2808",3565,3565,2951,"owner",44,"monthly_issuance",1993-09-06,44,"male",1962-07-29,37,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,3015,1,0,0,1,1,TRUE,8254,53,97
"2809",3566,3566,2952,"owner",65,"monthly_issuance",1997-04-28,65,"female",1932-02-19,67,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,2379,1,0,0,0,0,TRUE,8403,43.7,105
"2810",3567,3567,2953,"owner",1,"monthly_issuance",1996-09-02,1,"male",1948-03-09,51,NA,NA,NA,NA,NA,FALSE,"classic",1998-01-17,TRUE,4943,1,1,0,0,1,TRUE,12541,100,167
"2811",3568,3568,2954,"owner",1,"monthly_issuance",1997-04-08,1,"male",1941-01-25,58,NA,NA,NA,NA,NA,FALSE,"classic",1998-06-07,TRUE,8306,1,0,0,0,0,TRUE,12541,100,167
"2812",3569,3569,2955,"owner",67,"monthly_issuance",1996-09-27,67,"male",1933-04-09,66,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,3386,1,0,0,0,0,TRUE,8110,63.1,109
"2813",3570,3570,2956,"owner",15,"monthly_issuance",1997-06-10,15,"female",1945-04-27,54,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,9042,1,0,0,0,0,TRUE,9045,51.9,124
"2814",3571,3571,2957,"owner",25,"monthly_issuance",1995-07-28,25,"male",1970-06-17,29,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,4640,1,0,0,0,0,TRUE,8554,61.7,113
"2815",3572,3572,2958,"owner",48,"monthly_issuance",1993-09-19,48,"female",1928-12-18,71,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,3261,1,0,0,0,0,TRUE,9060,59,124
"2816",3573,3573,2959,"owner",8,"monthly_issuance",1994-02-25,8,"female",1972-02-09,27,NA,NA,NA,NA,NA,FALSE,"classic",1995-06-17,TRUE,NA,NA,NA,NA,NA,NA,FALSE,11277,69.4,127
